"game_id","nickname","score","rating"
1954,"KateMontes",380,"1876?"
1955,"BetterBot",525,"1642"
1955,"freebritney",305,"1696"
1956,"BetterBot",373,"1845"
1956,"jodel",399,"1712"
1957,"BetterBot",308,"1848"
1957,"marvin",177,"1795"
1958,"BetterBot",373,"1666"
1958,"EMC",314,"1531"
1959,"BetterBot",NA,"1828"
1959,"Hailey",NA,"1897?"
1960,"BetterBot",359,"1694"
1960,"rcg",366,"1701"
1961,"BetterBot",318,"1810"
1961,"Eloquent",359,"1775"
1962,"BetterBot",352,"1581"
1962,"condorave",436,"1774"
1963,"BetterBot",430,"1895"
1963,"Pasindu26",346,"1702?"
1964,"ahmadthegreat",NA,"1824"
1964,"BetterBot",NA,"1897"
1965,"BetterBot",358,"1834"
1965,"Pollywog",467,"1871"
1966,"BetterBot",NA,"1662"
1966,"GPeters",NA,"1494"
1967,"BetterBot",435,"1680"
1967,"Churrrro",377,"1764"
1968,"BetterBot",385,"1648"
1968,"Lydker",456,"1670"
1969,"BetterBot",362,"1881"
1969,"tramper",553,"2088"
1970,"BetterBot",371,"1671"
1970,"cccc",481,"1494"
1971,"BetterBot",NA,"1798"
1971,"polycarp",NA,"1739"
1972,"BetterBot",379,"1807"
1972,"polycarp",296,"1631"
1973,"BetterBot",400,"1886"
1973,"JunaidKardame",295,"1588"
1974,"BetterBot",547,"1667"
1974,"Churrrro",296,"1735"
1975,"BetterBot",277,"1660"
1975,"EMC",449,"1496"
1976,"Anita",292,"1530"
1976,"BetterBot",426,"1694"
1977,"BetterBot",412,"1755"
1977,"Kabashibi",328,"1603"
1978,"BetterBot",464,"1806"
1978,"Unwoogler",283,NA
1979,"BetterBot",295,"1789"
1979,"Eloquent",472,"1775"
1980,"BetterBot",NA,"1758"
1980,"GM1109",NA,"1779"
1981,"BetterBot",400,"1835"
1981,"ygsdrasil",286,"1500?"
1982,"BetterBot",318,"1748"
1982,"Lawsmart",283,"1476?"
1983,"BetterBot",NA,"1654"
1983,"deathstar",NA,"1597"
1984,"BetterBot",NA,"1814"
1984,"Super",NA,"1926"
1985,"BetterBot",459,"1654"
1985,"deathstar",315,"1539"
1986,"Baphead",NA,"1749"
1986,"BetterBot",NA,"1825"
1987,"BetterBot",439,"1765"
1987,"DareDevil",275,"1462?"
1988,"BetterBot",NA,"1907"
1988,"Super",NA,"1859"
1989,"BetterBot",381,"1872"
1989,"Super",395,"1846"
1990,"BetterBot",NA,"1818"
1990,"Eloquent",NA,"1775"
1991,"BetterBot",NA,"1665"
1991,"deathstar",NA,"1582"
1992,"BetterBot",421,"1834"
1992,"Xerxes",359,"1730"
1993,"BetterBot",NA,"1760"
1993,"hall3yingsien",NA,"1845?"
1994,"BetterBot",NA,"1847"
1994,"franvi",NA,"1651"
1995,"BetterBot",470,"1658"
1995,"jocelot",283,"1513"
1996,"BethMix",NA,"1577"
1996,"BetterBot",NA,"1629"
1997,"BetterBot",NA,"1635"
1997,"deathstar",NA,"1600"
1998,"BetterBot",350,"1829"
1998,"CornyG",416,"1797"
1999,"BetterBot",NA,"1685"
1999,"rcg",NA,"1713"
2000,"AMANINA_AZMAN",259,"1456"
2000,"BetterBot",524,"1975"
2001,"BetterBot",NA,"1598"
2001,"bobcubed",NA,"1273"
2002,"BetterBot",NA,"1850"
2002,"FatinAlisha",NA,"1764"
2003,"BetterBot",NA,"1873"
2003,"Eloquent",NA,"1775"
2004,"BetterBot",371,"1820"
2004,"Lola",361,"1812"
2005,"BetterBot",350,"1871"
2005,"marvin",257,"1733"
2006,"BetterBot",407,"1823"
2006,"franvi",328,"1706?"
2007,"BetterBot",NA,"1815"
2007,"ipwnsnipers",NA,"1638"
2008,"BetterBot",346,"1635"
2008,"FredFlintstone",405,"1667?"
2009,"BethMix",434,"1566"
2009,"BetterBot",398,"1670"
2010,"BetterBot",355,"1709"
2010,"Churrrro",357,"1715"
2011,"BetterBot",490,"1707"
2011,"Churrrro",278,"1652"
2012,"ballarat",308,"1546"
2012,"BetterBot",407,"1643"
2013,"ballarat",313,"1549"
2013,"BetterBot",413,"1699"
2014,"BetterBot",454,"1726"
2014,"deathstar",261,"1659"
2015,"BetterBot",NA,"1590"
2015,"deathstar",NA,"1584"
2016,"BetterBot",NA,"1666"
2016,"Krebsy",NA,"1557"
2017,"Affan960",424,"2011"
2017,"BetterBot",420,"1859"
2018,"BetterBot",359,"1769"
2018,"JNag",385,"1582"
2019,"BetterBot",NA,"1851"
2019,"domer8t8",NA,"1595"
2020,"BetterBot",NA,"1821"
2020,"MimiH",NA,"1842"
2021,"BetterBot",NA,"1854"
2021,"DDarien",NA,"1486?"
2022,"BetterBot",NA,"1772"
2022,"Lola",NA,"1775"
2023,"AWFUL",423,"2004"
2023,"BetterBot",363,"1858"
2024,"BetterBot",387,"1667"
2024,"Churrrro",415,"1764"
2025,"BetterBot",345,"1674"
2025,"GPeters",303,"1491"
2026,"allenjames",239,"1483"
2026,"BetterBot",497,"1813"
2027,"BetterBot",463,"1829"
2027,"Pramit_06",320,"1756"
2028,"BetterBot",485,"1875"
2028,"MarathonMan",243,"1407"
2029,"BetterBot",NA,"1877"
2029,"Eloquent",NA,"1775"
2030,"BetterBot",364,"1818"
2030,"Eloquent",404,"1775"
2031,"Basonomia28",357,"1500?"
2031,"BetterBot",365,"1756"
2032,"BetterBot",306,"1886"
2032,"blitztkr",574,"1964"
2033,"BetterBot",419,"1843"
2033,"davidavid",289,"1772"
2034,"BetterBot",322,"1612"
2034,"deathstar",436,"1613"
2035,"BetterBot",342,"1877"
2035,"tramper",433,"2101"
2036,"BetterBot",419,"1680"
2036,"Churrrro",349,"1764"
2037,"BetterBot",450,"1641"
2037,"Pogonip",317,"1571"
2038,"BetterBot",315,"1843"
2038,"markuz",396,"1783"
2039,"BetterBot",385,"1820"
2039,"Thumaltk",403,"1297?"
2040,"BetterBot",348,"1857"
2040,"Phenom5400",364,"1436?"
2041,"BetterBot",NA,"1703"
2041,"rcg",NA,"1713"
2042,"BetterBot",NA,"1874"
2042,"IlmanHaziq",NA,"1665"
2043,"BetterBot",307,"1670"
2043,"jocelot",412,"1475"
2044,"athgr",383,"1377?"
2044,"BetterBot",366,"1669"
2045,"BetterBot",NA,"1825"
2045,"Thuban",NA,"1607"
2046,"BetterBot",314,"1679"
2046,"QueenE",403,"1592"
2047,"BetterBot",421,"1592"
2047,"riverquean",324,"1855"
2048,"AWFUL",207,"1995"
2048,"BetterBot",304,"1895"
2049,"BetterBot",332,"1566"
2049,"EMC",371,"1547"
2050,"BetterBot",NA,"1899"
2050,"Hanhan",NA,"1452"
2051,"BetterBot",436,"1801"
2051,"dezinga",342,"1947"
2052,"BetterBot",376,"1895"
2052,"yongjianrong",378,"1922"
2053,"BetterBot",NA,"1720"
2053,"Churrrro",NA,"1683"
2054,"BetterBot",NA,"1606"
2054,"mirana",NA,"1606"
2055,"bensmum",NA,"1724"
2055,"BetterBot",NA,"1784"
2056,"BetterBot",365,"1923"
2056,"salmonsays",403,"1939"
2057,"BetterBot",301,"1812"
2057,"MajesticCastle",371,"1706"
2058,"BetterBot",450,"1805"
2058,"JoelTeh",352,"1543"
2059,"BetterBot",427,"1924"
2059,"blitztkr",402,"1967"
2060,"BetterBot",NA,"1817"
2060,"dezinga",NA,"1933"
2061,"BetterBot",NA,"1703"
2061,"rcg",NA,"1713"
2062,"BetterBot",384,"1680"
2062,"rcg",385,"1684"
2063,"BetterBot",389,"1872"
2063,"heyitsOlive",286,"1575"
2064,"BetterBot",NA,"1776"
2064,"markuz",NA,"1820"
2065,"BetterBot",NA,"1666"
2065,"freebritney",NA,"1732"
2066,"BetterBot",NA,"1908"
2066,"Xerxes",NA,"1732"
2067,"BetterBot",311,"1854"
2067,"Zadboi",445,"1890?"
2068,"BetterBot",NA,"1610"
2068,"deathstar",NA,"1590"
2069,"BetterBot",348,"1894"
2069,"otisaword",368,"1661"
2070,"BetterBot",387,"1633"
2070,"YourDog",357,"1487?"
2071,"BetterBot",548,"1680"
2071,"Gtowngrad",314,"1436?"
2072,"BetterBot",NA,"1726"
2072,"deathstar",NA,"1637"
2073,"BetterBot",407,"1765"
2073,"Torquayfan2303",438,"1737"
2074,"BetterBot",438,"1944"
2074,"Pasindu",220,"1610"
2075,"BetterBot",367,"1857"
2075,"Eloquent",436,"1775"
2076,"BetterBot",NA,"1856"
2076,"marvin",NA,"1760"
2077,"BetterBot",367,"1614"
2077,"Jammiwam",300,"1533"
2078,"BetterBot",386,"1910"
2078,"jesslynThall2",362,"1724"
2079,"BetterBot",435,"1772"
2079,"Kabashibi",363,"1603"
2080,"BetterBot",302,"1619"
2080,"Churrrro",266,"1652"
2081,"BetterBot",367,"1576"
2081,"bobcubed",298,"1273"
2082,"BetterBot",397,"1563"
2082,"NUMBER_22",390,"1717"
2083,"BetterBot",262,"1718"
2083,"Lydker",399,"1688"
2084,"BetterBot",NA,"1897"
2084,"Xerxes",NA,"1728"
2085,"BetterBot",NA,"1641"
2085,"deathstar",NA,"1582"
2086,"BetterBot",435,"1844"
2086,"JoelTeh",328,"1543"
2087,"BetterBot",357,"1587"
2087,"QueenE",427,"1589"
2088,"BetterBot",NA,"1681"
2088,"cabreeze",NA,"1464"
2089,"BetterBot",495,"1809"
2089,"Pramit_06",282,"1727"
2090,"Archana_Padumadasa",349,"1788"
2090,"BetterBot",400,"1807"
2091,"BetterBot",297,"1659"
2091,"deathstar",489,"1670"
2092,"Alex1959",NA,"1634"
2092,"BetterBot",NA,"1866"
2093,"BetterBot",421,"1678"
2093,"condorave",409,"1759"
2094,"BetterBot",460,"1818"
2094,"Jwilson59",397,"1641?"
2095,"BetterBot",353,"1810"
2095,"EUJI_PBC2037",328,"1665"
2096,"BetterBot",388,"1895"
2096,"blitztkr",373,"1981"
2097,"BetterBot",NA,"1848"
2097,"KoalaJ",NA,"1995"
2098,"BetterBot",372,"1648"
2098,"strataji",466,"1973"
2099,"BetterBot",392,"1926"
2099,"Kavindu",417,"1832"
2100,"BetterBot",463,"1842"
2100,"Super",347,"1898"
2101,"BetterBot",416,"1885"
2101,"Knowledgefinder",292,"1850"
2102,"BetterBot",390,"1806"
2102,"Meleandrea25",280,"1570"
2103,"BetterBot",432,"1859"
2103,"Kavindu",442,"1882"
2104,"BetterBot",NA,"1856"
2104,"Eloquent",NA,"1775"
2105,"BetterBot",377,"1873"
2105,"MimiH",389,"1810"
2106,"BetterBot",448,"1765"
2106,"Super",446,"1804"
2107,"BetterBot",319,"1677"
2107,"riverquean",505,"1770"
2108,"BetterBot",356,"1672"
2108,"freebritney",437,"1713"
2109,"BetterBot",NA,"1714"
2109,"rcg",NA,"1684"
2110,"Alex1959",254,"1623"
2110,"BetterBot",365,"1909"
2111,"BetterBot",444,"1833"
2111,"Pramit_06",320,"1576"
2112,"BetterBot",434,"1879"
2112,"JamCam",309,"1815"
2113,"BetterBot",361,"1809"
2113,"blitztkr",462,"1956"
2114,"BetterBot",440,"1765"
2114,"Kabashibi",380,"1612"
2115,"BetterBot",434,"1819"
2115,"ChokYanJia1118",174,"1631"
2116,"BetterBot",334,"1864"
2116,"Thuban",327,"1617"
2117,"BetterBot",NA,"1641"
2117,"deathstar",NA,"1555"
2118,"BetterBot",NA,"1829"
2118,"Eloquent",NA,"1775"
2119,"BetterBot",428,"1564"
2119,"deathstar",262,"1606"
2120,"BetterBot",367,"1895"
2120,"shaila",292,"1852"
2121,"BetterBot",NA,"1809"
2121,"Crookshanks",NA,"1741"
2122,"BetterBot",402,"1845"
2122,"earth",309,"1831"
2123,"BetterBot",417,"1905"
2123,"Lola",321,"1838"
2124,"BetterBot",325,"1821"
2124,"domer8t8",274,"1596"
2125,"BetterBot",405,"1629"
2125,"freebritney",314,"1724"
2126,"BetterBot",390,"1688"
2126,"deathstar",427,"1660"
2127,"BetterBot",342,"1890"
2127,"JamCam",382,"1834"
2128,"BetterBot",411,"1694"
2128,"Churrrro",300,"1749"
2129,"BetterBot",416,"1924"
2129,"Illuzion",154,"1162?"
2130,"BetterBot",354,"1624"
2130,"Lydker",377,"1713"
2131,"BetterBot",394,"1877"
2131,"marvin",343,"1766"
2132,"BetterBot",NA,"1619"
2132,"Churrrro",NA,"1652"
2133,"BetterBot",367,"1625"
2133,"ElephantMJN",431,"1583"
2134,"BetterBot",347,"1576"
2134,"Pogonip",330,"1565"
2135,"BetterBot",380,"1634"
2135,"EMC",355,"1499"
2136,"BetterBot",343,"1894"
2136,"Eloquent",428,"1775"
2137,"BetterBot",368,"1785"
2137,"Torquayfan2303",524,"1738"
2138,"BetterBot",NA,"1620"
2138,"EMC",NA,"1486"
2139,"BetterBot",437,"1726"
2139,"EMC",402,"1441"
2140,"BetterBot",360,"1682"
2140,"condorave",404,"1762"
2141,"BetterBot",NA,"1919"
2141,"ChokYanJia1118",NA,"1622"
2142,"BetterBot",411,"1633"
2142,"GPeters",340,"1483"
2143,"BetterBot",431,"1640"
2143,"EMC",312,"1548"
2144,"BetterBot",394,"1967"
2144,"jodel",328,"1715"
2145,"BetterBot",NA,"1824"
2145,"Vidyam",NA,"1482?"
2146,"BetterBot",318,"1688"
2146,"EMC",346,"1524"
2147,"BetterBot",442,"1672"
2147,"EMC",367,"1526"
2148,"BetterBot",404,"1824"
2148,"JoelTeh",333,"1532"
2149,"BetterBot",366,"1857"
2149,"Emeryz",375,"1774"
2150,"BetterBot",342,"1797"
2150,"Jadyn",273,"1428"
2151,"BetterBot",316,"1826"
2151,"Kairos",481,"1999"
2152,"BetterBot",411,"1658"
2152,"gopostal24",408,"1546"
2153,"BetterBot",424,"1726"
2153,"deathstar",381,"1597"
2154,"BetterBot",269,"1848"
2154,"marvin",405,"1794"
2155,"BetterBot",421,"1611"
2155,"EMC",402,"1482"
2156,"BetterBot",335,"1847"
2156,"drmcmoo",402,"1955"
2157,"BetterBot",341,"1838"
2157,"Eloquent",365,"1775"
2158,"BetterBot",509,"1857"
2158,"JunaidKardame",288,"1464?"
2159,"BetterBot",423,"1576"
2159,"vince",325,"1703"
2160,"BetterBot",415,"1839"
2160,"Vinesh",362,"1356"
2161,"BetterBot",NA,"1837"
2161,"Pramit_06",NA,"1670"
2162,"BetterBot",NA,"1819"
2162,"JoelTeh",NA,"1543"
2163,"BetterBot",433,"1651"
2163,"mcqueen",410,"1459"
2164,"BetterBot",342,"1773"
2164,"Super",411,"1847"
2165,"BetterBot",330,"1683"
2165,"strataji",594,"1951"
2166,"BetterBot",NA,"1590"
2166,"vtr14AA",NA,"1629"
2167,"BetterBot",NA,"1790"
2167,"JUSTIN_MEB2101A",NA,"1912"
2168,"BetterBot",395,"1830"
2168,"Eloquent",340,"1775"
2169,"BetterBot",411,"1694"
2169,"rcg",402,"1701"
2170,"BetterBot",492,"1823"
2170,"Letterate",276,"1861?"
2171,"BetterBot",378,"1804"
2171,"JunaidKardame",384,"1653?"
2172,"BetterBot",292,"1665"
2172,"rcg",240,"1713"
2173,"BetterBot",360,"1756"
2173,"LeChamp21",301,"1635"
2174,"BetterBot",547,"1909"
2174,"VOEITON",332,"1587?"
2175,"BetterBot",354,"1821"
2175,"Torquayfan2303",406,"1840"
2176,"BetterBot",382,"1835"
2176,"Eloquent",446,"1775"
2177,"BetterBot",434,"1714"
2177,"Churrrro",438,"1753"
2178,"BetterBot",362,"1663"
2178,"Lydker",418,"1689"
2179,"BetterBot",395,"1857"
2179,"Eloquent",527,"1775"
2180,"BetterBot",346,"1821"
2180,"Eloquent",450,"1775"
2181,"BetterBot",NA,"1715"
2181,"franvi",NA,"1661?"
2182,"BetterBot",NA,"1826"
2182,"Crystal08",NA,"1850"
2183,"BetterBot",345,"1596"
2183,"EMC",356,"1568"
2184,"BetterBot",NA,"1884"
2184,"marvin",NA,"1720"
2185,"BetterBot",338,"1680"
2185,"Churrrro",435,"1764"
2186,"BetterBot",345,"1650"
2186,"Galion",371,"1510"
2187,"BetterBot",NA,"1732"
2187,"Churrrro",NA,"1669"
2188,"BetterBot",370,"1643"
2188,"gppa",483,"1708"
2189,"BetterBot",404,"1694"
2189,"rcg",426,"1701"
2190,"BetterBot",330,"1892"
2190,"Eloquent",501,"1775"
2191,"BetterBot",463,"1881"
2191,"Haikal",320,"1532"
2192,"BetterBot",364,"1580"
2192,"deathstar",378,"1690"
2193,"BetterBot",485,"1714"
2193,"rcg",376,"1684"
2194,"BetterBot",NA,"1863"
2194,"blitztkr",NA,"1943"
2195,"BetterBot",364,"1845"
2195,"santa2",415,"1721"
2196,"BetterBot",NA,"1667"
2196,"Churrrro",NA,"1764"
2197,"BetterBot",NA,"1874"
2197,"Emeryz",NA,"1756"
2198,"BetterBot",268,"1856"
2198,"davidavid",354,"1667"
2199,"BetterBot",430,"1916"
2199,"bifftufc",372,"1731"
2200,"BetterBot",NA,"1845"
2200,"MarcRoddis",NA,"1922"
2201,"BetterBot",349,"1639"
2201,"EMC",356,"1493"
2202,"BetterBot",491,"1703"
2202,"ipwnsnipers",262,"1595"
2203,"BetterBot",404,"1905"
2203,"Xerxes",315,"1672"
2204,"BetterBot",371,"1642"
2204,"mcqueen",360,"1591"
2205,"BetterBot",NA,"1881"
2205,"Illuzion",NA,"1175"
2206,"BetterBot",353,"1636"
2206,"bobcubed",391,"1301?"
2207,"BetterBot",422,"1890"
2207,"Eloquent",397,"1775"
2208,"BetterBot",NA,"1859"
2208,"Douglas2388",NA,"1726"
2209,"BetterBot",NA,"1872"
2209,"marvin",NA,"1732"
2210,"BetterBot",279,"1694"
2210,"Churrrro",398,"1764"
2211,"BetterBot",314,"1726"
2211,"squashy",426,"1699"
2212,"BetterBot",353,"1720"
2212,"Churrrro",252,"1683"
2213,"BetterBot",256,"1843"
2213,"marvin",564,"1773"
2214,"BetterBot",421,"1680"
2214,"Churrrro",405,"1764"
2215,"BetterBot",442,"1826"
2215,"Crystal08",361,"1850"
2216,"BetterBot",NA,"1683"
2216,"Krebsy",NA,"1557"
2217,"BetterBot",343,"1725"
2217,"Unwoogler",386,NA
2218,"BetterBot",419,"1705"
2218,"rcg",296,"1713"
2219,"BetterBot",320,"1814"
2219,"joelnathanael",225,"1681"
2220,"BetterBot",411,"1719"
2220,"Churrrro",324,"1684"
2221,"BetterBot",306,"1711"
2221,"deathstar",381,"1645"
2222,"BetterBot",307,"1674"
2222,"drmcmoo",387,"1760"
2223,"BetterBot",NA,"1846"
2223,"dezinga",NA,"1956"
2224,"BetterBot",406,"1793"
2224,"dezinga",325,"1932"
2225,"BetterBot",NA,"1685"
2225,"rcg",NA,"1701"
2226,"BetterBot",349,"1763"
2226,"Scrabbeduto",386,"1506?"
2227,"BetterBot",NA,"1777"
2227,"domer8t8",NA,"1613"
2228,"BetterBot",524,"1844"
2228,"JoelTeh",179,"1543"
2229,"BetterBot",330,"1757"
2229,"deathstar",490,"1630"
2230,"BetterBot",NA,"1587"
2230,"vtr14AA",NA,"1632"
2231,"BetterBot",NA,"1815"
2231,"lindawolk",NA,"1500?"
2232,"BetterBot",391,"1919"
2232,"NatthanonL",476,"2005"
2233,"BetterBot",423,"1726"
2233,"PrimordialOne",329,"1597"
2234,"BetterBot",417,"1687"
2234,"rcg",322,"1713"
2235,"BetterBot",345,"1856"
2235,"Jwilson59",260,"1642"
2236,"BetterBot",437,"1666"
2236,"kyjo55555",320,"1573?"
2237,"BetterBot",402,"1867"
2237,"Soybadz01",366,"1843"
2238,"BetterBot",306,"1830"
2238,"Eloquent",429,"1775"
2239,"BetterBot",450,"1861"
2239,"kenting",313,"1735"
2240,"BetterBot",NA,"1714"
2240,"Churrrro",NA,"1753"
2241,"BetterBot",364,"1907"
2241,"Eloquent",534,"1775"
2242,"Amadeus",257,"1665"
2242,"BetterBot",444,"1857"
2243,"BetterBot",NA,"1694"
2243,"rcg",NA,"1701"
2244,"BetterBot",391,"1720"
2244,"jawedshamims",394,"1849"
2245,"BetterBot",295,"1677"
2245,"rcg",433,"1684"
2246,"BetterBot",NA,"1652"
2246,"YourDog",NA,"1559"
2247,"BetterBot",NA,"1844"
2247,"blitztkr",NA,"1972"
2248,"BetterBot",288,"1670"
2248,"riverquean",433,"1773"
2249,"BetterBot",NA,"1648"
2249,"Sluggin24",NA,"1524"
2250,"BetterBot",387,"1623"
2250,"bobcubed",355,"1273"
2251,"BetterBot",419,"1716"
2251,"mizhubbard",294,"1648"
2252,"BetterBot",402,"1879"
2252,"Meleandrea25",294,"1544"
2253,"BetterBot",339,"1596"
2253,"Krebsy",359,"1560"
2254,"BetterBot",358,"1649"
2254,"freebritney",343,"1705"
2255,"BetterBot",414,"1793"
2255,"Thuban",361,"1542"
2256,"BetterBot",345,"1684"
2256,"riverquean",435,"1792"
2257,"BetterBot",NA,"1799"
2257,"Kabashibi",NA,"1602"
2258,"BetterBot",342,"1837"
2258,"Crookshanks",304,"1768"
2259,"BetterBot",498,"1825"
2259,"PrimordialOne",258,"1705"
2260,"BetterBot",NA,"1632"
2260,"GPeters",NA,"1470"
2261,"BetterBot",378,"1683"
2261,"EMC",367,"1515"
2262,"BetterBot",433,"1864"
2262,"JoelTeh",291,"1533"
2263,"BetterBot",415,"1667"
2263,"freebritney",322,"1693"
2264,"BetterBot",NA,"1720"
2264,"Churrrro",NA,"1683"
2265,"BetterBot",414,"1719"
2265,"gppa",356,"1608"
2266,"BetterBot",477,"1876"
2266,"ralphi",379,"2011"
2267,"BetterBot",337,"1743"
2267,"jawedshamims",440,"1842"
2268,"BetterBot",372,"1913"
2268,"PVMG",350,"1845"
2269,"BetterBot",275,"1862"
2269,"Eloquent",508,"1775"
2270,"BetterBot",NA,"1692"
2270,"PrimordialOne",NA,"1723"
2271,"BetterBot",373,"1795"
2271,"Meith",387,"1905"
2272,"BetterBot",531,"1907"
2272,"blitztkr",336,"1973"
2273,"BetterBot",400,"1720"
2273,"Churrrro",451,"1683"
2274,"BetterBot",352,"1680"
2274,"Churrrro",442,"1764"
2275,"BetterBot",375,"1607"
2275,"EMC",369,"1485"
2276,"BetterBot",334,"1677"
2276,"Churrrro",435,"1764"
2277,"BetterBot",288,"1821"
2277,"GeeCee",418,"1632"
2278,"BetterBot",407,"1790"
2278,"MYJTehx",348,"1728"
2279,"BetterBot",438,"1773"
2279,"PrimordialOne",317,"1687"
2280,"BetterBot",348,"1565"
2280,"EMC",426,"1518"
2281,"BetterBot",NA,"1856"
2281,"naushika",NA,"1500?"
2282,"BetterBot",263,"1714"
2282,"rcg",379,"1684"
2283,"BetterBot",451,"1674"
2283,"GPeters",405,"1530"
2284,"BetterBot",330,"1941"
2284,"Soybadz01",467,"1831"
2285,"BetterBot",450,"1707"
2285,"IlmanHaziq",312,"1760"
2286,"amzrhy",339,"1861?"
2286,"BetterBot",450,"1910"
2287,"BetterBot",NA,"1932"
2287,"Eloquent",NA,"1775"
2288,"AMANINA_AZMAN",263,"1452"
2288,"BetterBot",456,"1851"
2289,"BetterBot",402,"1946"
2289,"Wowwow",250,"1499"
2290,"BetterBot",372,"1759"
2290,"vampish",321,"1680"
2291,"BetterBot",356,"1828"
2291,"Super",382,"1871"
2292,"BetterBot",441,"1869"
2292,"marvin",344,"1773"
2293,"BetterBot",391,"1706"
2293,"rcg",337,"1713"
2294,"BetterBot",411,"1865"
2294,"Crystal08",319,"1772"
2295,"allenjames",NA,"1456"
2295,"BetterBot",NA,"1853"
2296,"BetterBot",437,"1718"
2296,"jawedshamims",393,"1814"
2297,"BetterBot",NA,"1843"
2297,"sufiii",NA,"1820"
2298,"BetterBot",413,"1559"
2298,"frs",492,"1768"
2299,"BetterBot",429,"1805"
2299,"zhien425",432,"1926"
2300,"BetterBot",362,"1558"
2300,"vince",267,"1673"
2301,"BetterBot",306,"1877"
2301,"timetravellers",411,"1757"
2302,"BetterBot",440,"1820"
2302,"Lola",396,"1809"
2303,"10Dots",325,"1620?"
2303,"BetterBot",328,"1833"
2304,"BetterBot",NA,"1860"
2304,"wanderer15",NA,"1909"
2305,"BetterBot",325,"1792"
2305,"domer8t8",401,"1550"
2306,"BetterBot",376,"1875"
2306,"Rinnegone",329,"1527"
2307,"BetterBot",NA,"1844"
2307,"JoelTeh",NA,"1543"
2308,"BetterBot",390,"1751"
2308,"Super",435,"1777"
2309,"BetterBot",NA,"1629"
2309,"Phonnaphat",NA,"1221"
2310,"BetterBot",NA,"1679"
2310,"jerryd",NA,"1573?"
2311,"BetterBot",336,"1857"
2311,"Eloquent",533,"1775"
2312,"BetterBot",NA,"1694"
2312,"rcg",NA,"1701"
2313,"ballarat",309,"1565"
2313,"BetterBot",411,"1591"
2314,"BetterBot",NA,"1894"
2314,"ChokYanJia1118",NA,"1594"
2315,"BetterBot",425,"1777"
2315,"Kabashibi",296,"1598"
2316,"BetterBot",456,"1695"
2316,"condorave",430,"1795"
2317,"BetterBot",373,"1683"
2317,"Churrrro",455,"1652"
2318,"BetterBot",392,"1677"
2318,"Churrrro",359,"1764"
2319,"BetterBot",NA,"1694"
2319,"lindawolk",NA,"1469"
2320,"BetterBot",NA,"1804"
2320,"Eloquent",NA,"1775"
2321,"BetterBot",362,"1869"
2321,"earth",419,"1871"
2322,"BetterBot",344,"1720"
2322,"riverquean",459,"1821"
2323,"BetterBot",NA,"1944"
2323,"cayden",NA,"1837"
2324,"BetterBot",470,"1847"
2324,"Super",382,"1703"
2325,"BetterBot",448,"1849"
2325,"Emeryz",362,"1790"
2326,"BetterBot",NA,"1573"
2326,"GPeters",NA,"1528"
2327,"BetterBot",443,"1694"
2327,"rcg",426,"1701"
2328,"BetterBot",376,"1610"
2328,"freebritney",395,"1732"
2329,"BetterBot",370,"1633"
2329,"cccc",357,"1533"
2330,"BetterBot",355,"1864"
2330,"tramper",427,"2093"
2331,"BetterBot",357,"1862"
2331,"Super",405,"1847"
2332,"BetterBot",449,"1642"
2332,"GPeters",323,"1564"
2333,"BetterBot",NA,"1844"
2333,"ROHANSCHAFFER",NA,"1727"
2334,"BetterBot",433,"1639"
2334,"mizhubbard",355,"1526"
2335,"Amadeus",NA,"1665"
2335,"BetterBot",NA,"1828"
2336,"BetterBot",307,"1836"
2336,"blitztkr",398,"1949"
2337,"BetterBot",285,"1773"
2337,"Eloquent",443,"1775"
2338,"BetterBot",NA,"1653"
2338,"GPeters",NA,"1566"
2339,"BetterBot",430,"1597"
2339,"Krebsy",422,"1735"
2340,"BetterBot",285,"1711"
2340,"deathstar",407,"1624"
2341,"BetterBot",NA,"1757"
2341,"Eloquent",NA,"1775"
2342,"BetterBot",NA,"1720"
2342,"Churrrro",NA,"1683"
2343,"Amadeus",298,"1665"
2343,"BetterBot",369,"1949"
2344,"BetterBot",470,"1825"
2344,"marvin",461,"1807"
2345,"BetterBot",314,"1861"
2345,"Crookshanks",500,"1756"
2346,"BetterBot",266,"1883"
2346,"marvin",533,"1760"
2347,"Archana_Padumadasa",NA,"1749"
2347,"BetterBot",NA,"1869"
2348,"BetterBot",399,"1805"
2348,"Yuvraj123",300,"1572"
2349,"BetterBot",NA,"1694"
2349,"rcg",NA,"1701"
2350,"BetterBot",284,"1869"
2350,"marvin",424,"1735"
2351,"BetterBot",354,"1837"
2351,"Meleandrea25",386,"1554"
2352,"BetterBot",NA,"1705"
2352,"EMC",NA,"1480"
2353,"BetterBot",325,"1694"
2353,"sixthdwarf",461,"1601"
2354,"BetterBot",NA,"1936"
2354,"dezinga",NA,"1872"
2355,"BetterBot",239,"1820"
2355,"Eloquent",526,"1775"
2356,"BetterBot",382,"1583"
2356,"gppa",411,"1699"
2357,"BetterBot",420,"1807"
2357,"Crookshanks",327,"1851"
2358,"BetterBot",NA,"1827"
2358,"Eloquent",NA,"1775"
2359,"BetterBot",285,"1689"
2359,"chrisdon8tsalot",421,"1557"
2360,"BetterBot",423,"1628"
2360,"EMC",374,"1555"
2361,"BetterBot",472,"1878"
2361,"CornyG",312,"1769"
