"game_id","first","time_control_name","game_end_reason","winner","created_at","lexicon","initial_time_seconds","increment_seconds","rating_mode","max_overtime_minutes","game_duration_seconds"
5348,"Churrrro","blitz","STANDARD",0,2021-12-30 01:10:48,"NWL20",300,0,"CASUAL",1,304.559773921967
5349,"Kenh","regular","STANDARD",0,2021-11-02 21:54:46,"CSW19",1200,0,"RATED",1,708.582633018494
5350,"ChokYanJia1118","regular",NA,NA,2021-12-01 11:48:33,"CSW19",900,0,"RATED",1,NA
5351,"BetterBot","regular",NA,NA,2021-12-09 15:53:37,"CSW19",1200,0,"RATED",1,NA
5352,"Super","regular",NA,NA,2021-12-23 20:18:16,"CSW19",1200,0,"RATED",1,NA
5353,"BetterBot","regular",NA,NA,2021-11-27 19:50:59,"NWL20",900,0,"RATED",1,NA
5354,"cccc","regular",NA,NA,2021-11-04 15:28:29,"NWL20",1500,0,"RATED",1,NA
5355,"JunaidKardame","regular","STANDARD",0,2021-11-22 18:15:01,"CSW19",900,0,"RATED",1,584.072496891022
5356,"BetterBot","regular",NA,NA,2021-11-25 04:56:44,"NWL20",1200,0,"RATED",1,NA
5357,"BetterBot","blitz",NA,NA,2021-12-02 02:03:06,"NWL20",300,0,"RATED",1,NA
5358,"NUMBER_22","regular",NA,NA,2021-11-02 23:53:15,"NWL20",1200,0,"RATED",1,NA
5359,"BetterBot","ultrablitz",NA,NA,2021-11-13 05:29:38,"CSW19",60,0,"RATED",1,NA
5360,"BetterBot","regular",NA,NA,2021-12-25 15:07:13,"CSW19",1200,0,"CASUAL",1,NA
5361,"BetterBot","rapid","STANDARD",1,2021-11-18 23:46:35,"CSW19",660,0,"RATED",1,349.053863048553
5362,"BetterBot","rapid",NA,NA,2021-12-20 14:56:09,"CSW21",600,0,"RATED",1,NA
5363,"BetterBot","regular","STANDARD",1,2021-12-20 16:56:05,"CSW19",1200,0,"CASUAL",1,527.950042009354
5364,"BetterBot","regular","STANDARD",1,2021-12-28 17:10:46,"CSW19",1200,0,"CASUAL",2,339.543219089508
5365,"BetterBot","regular","STANDARD",1,2021-12-19 19:44:52,"CSW19",1200,0,"RATED",1,216.164794921875
5366,"BetterBot","regular","STANDARD",0,2021-11-12 01:43:42,"NWL20",1200,0,"RATED",1,486.805787086487
5367,"BetterBot","regular","STANDARD",0,2021-12-26 06:17:50,"NWL18",2700,0,"RATED",1,609.801198959351
5368,"tramper","regular","STANDARD",1,2021-11-08 12:32:38,"CSW19",1200,0,"RATED",10,460.812176942825
5369,"davidavid","regular","STANDARD",1,2021-12-13 10:00:22,"CSW19",900,0,"RATED",5,350.18595290184
5370,"yss","regular","STANDARD",1,2021-11-14 15:01:23,"CSW19",1200,0,"RATED",1,460.701041936874
5371,"BetterBot","regular","STANDARD",1,2021-12-09 15:40:57,"CSW19",1200,0,"RATED",1,332.457514047623
5372,"EMC","regular","RESIGNED",0,2021-11-21 20:36:40,"NWL20",900,0,"RATED",0,124.671484947205
5373,"ZeMing","regular",NA,NA,2021-12-16 14:15:36,"CSW21",1200,0,"RATED",1,NA
5374,"Super","regular","STANDARD",0,2021-12-26 20:09:56,"CSW19",1200,0,"RATED",1,311.12982916832
5375,"BetterBot","blitz",NA,NA,2021-12-12 21:56:44,"CSW19",300,0,"RATED",1,NA
5376,"BetterBot","regular","STANDARD",0,2021-12-25 21:58:28,"NWL20",1200,0,"RATED",1,388.496948003769
5377,"Zia","regular",NA,NA,2021-12-18 23:33:52,"NWL20",1200,0,"RATED",1,NA
5378,"BetterBot","rapid","STANDARD",1,2021-11-14 10:10:59,"NWL20",180,30,"RATED",0,575.120548963547
5379,"Eloquent","regular",NA,NA,2022-01-01 12:25:57,"CSW19",1200,0,"CASUAL",2,NA
5380,"CornyG","regular","STANDARD",0,2021-12-12 18:11:20,"CSW19",1200,0,"RATED",1,224.762845039368
5381,"BetterBot","blitz","STANDARD",1,2021-12-01 23:34:29,"NWL20",300,0,"RATED",1,181.22550702095
5382,"PrimordialOne","rapid","STANDARD",1,2021-12-21 18:37:21,"CSW21",600,0,"RATED",1,547.4204890728
5383,"BetterBot","regular","STANDARD",0,2021-12-24 03:33:46,"CSW19",1200,0,"CASUAL",2,472.976832866669
5384,"Super","regular",NA,NA,2021-12-19 11:02:56,"CSW19",1200,0,"RATED",1,NA
5385,"BetterBot","blitz","STANDARD",1,2021-11-03 13:55:50,"CSW19",300,0,"RATED",1,187.005440950394
5386,"BetterBot","regular","STANDARD",0,2021-11-05 23:18:22,"CSW19",3600,0,"RATED",1,280.541434049606
5387,"BetterBot","regular","STANDARD",1,2021-11-13 15:15:54,"CSW19",1200,0,"RATED",1,777.899075984955
5388,"ktlvsq","regular","TIME",0,2021-11-26 23:02:09,"NWL20",1200,0,"RATED",1,1261.00242209435
5389,"BetterBot","rapid","STANDARD",0,2021-11-02 13:36:28,"CSW19",600,0,"RATED",1,549.496871948242
5390,"BetterBot","regular",NA,NA,2021-12-19 05:56:14,"NWL20",2100,0,"CASUAL",1,NA
5391,"BetterBot","regular","STANDARD",0,2021-12-07 20:02:31,"CSW21",900,0,"RATED",1,959.625961065292
5392,"Pramit_06","regular","STANDARD",0,2021-11-20 13:59:03,"CSW19",900,0,"RATED",1,145.798253059387
5393,"BetterBot","regular","STANDARD",1,2021-12-04 23:47:34,"NWL20",1200,0,"CASUAL",1,933.993296861649
5394,"BetterBot","regular","STANDARD",0,2021-12-31 21:37:42,"NWL20",1200,0,"RATED",1,224.09660410881
5395,"BetterBot","ultrablitz",NA,NA,2021-11-14 04:19:18,"CSW19",60,0,"RATED",1,NA
5396,"BetterBot","ultrablitz","STANDARD",0,2021-11-02 15:57:47,"CSW19",60,0,"RATED",1,118.337611198425
5397,"MEHAAN","blitz","STANDARD",1,2021-12-15 13:00:15,"CSW21",360,0,"RATED",0,142.026400089264
5398,"frs","regular","STANDARD",1,2021-11-27 03:13:41,"NWL20",1200,0,"RATED",1,1040.91825294495
5399,"heyitsOlive","regular",NA,NA,2021-12-16 10:13:54,"CSW21",1200,0,"RATED",1,NA
5400,"BetterBot","regular",NA,NA,2021-11-13 15:26:30,"NWL20",3600,0,"RATED",1,NA
5401,"BetterBot","blitz",NA,NA,2021-12-22 21:43:21,"NWL20",300,0,"CASUAL",1,NA
5402,"CornyG","regular","STANDARD",1,2021-11-22 02:14:14,"CSW19",1200,0,"RATED",1,177.775347948074
5403,"BetterBot","regular","STANDARD",0,2022-01-01 02:14:16,"NWL20",3600,0,"RATED",1,972.185102939606
5404,"BetterBot","regular","STANDARD",1,2021-12-11 22:03:30,"CSW19",1140,0,"RATED",0,300.129117012024
5405,"englishcarnivalsbh","regular","CONSECUTIVE_ZEROES",0,2021-11-04 00:53:55,"CSW19",900,0,"RATED",1,948.746379137039
5406,"Archana_Padumadasa","regular","STANDARD",0,2021-11-17 16:50:09,"CSW19",3000,0,"RATED",1,163.154829025269
5407,"BetterBot","ultrablitz",NA,NA,2021-11-12 04:47:46,"CSW19",60,0,"RATED",1,NA
5408,"BetterBot","blitz","TIME",0,2021-11-28 17:16:34,"NWL20",300,0,"CASUAL",1,360.948886871338
5409,"EMC","regular","CONSECUTIVE_ZEROES",1,2021-11-12 01:25:04,"NWL20",900,0,"RATED",0,280.186045885086
5410,"BetterBot","regular",NA,NA,2021-11-18 09:02:46,"CSW19",900,0,"CASUAL",1,NA
5411,"Knight2014","blitz",NA,NA,2021-12-22 14:50:10,"CSW19",300,0,"RATED",1,NA
5412,"BetterBot","rapid","STANDARD",0,2021-12-22 04:38:54,"NWL20",660,0,"RATED",1,160.944169998169
5413,"BetterBot","blitz",NA,NA,2022-01-01 01:36:31,"CSW19",300,0,"RATED",1,NA
5414,"BetterBot","regular","STANDARD",0,2021-12-27 03:17:39,"CSW19",900,0,"RATED",1,300.2006919384
5415,"ktlvsq","regular","STANDARD",1,2021-11-24 15:27:53,"NWL20",1200,0,"RATED",1,1000.59259605408
5416,"Lola","regular","STANDARD",1,2021-12-03 20:48:58,"CSW21",1800,0,"RATED",1,769.278892993927
5417,"Eloquent","regular",NA,NA,2021-12-18 15:07:41,"CSW19",1200,0,"CASUAL",2,NA
5418,"Churrrro","blitz",NA,NA,2021-12-10 19:36:12,"NWL20",300,0,"CASUAL",1,NA
5419,"BetterBot","regular","STANDARD",1,2022-01-01 09:40:07,"CSW19",1200,0,"CASUAL",2,488.889001846313
5420,"BetterBot","regular","STANDARD",0,2021-12-25 17:53:53,"NWL20",1200,0,"CASUAL",1,1000.99638819695
5421,"EMC","regular","STANDARD",0,2021-11-20 18:19:25,"NWL20",900,0,"RATED",0,167.638821125031
5422,"Vinesh","rapid",NA,NA,2021-11-08 04:02:29,"CSW19",780,0,"CASUAL",1,NA
5423,"BetterBot","blitz","STANDARD",1,2021-12-03 19:36:05,"NWL20",300,0,"CASUAL",1,270.93232011795
5424,"BetterBot","regular",NA,NA,2021-12-19 10:52:35,"CSW21",900,0,"RATED",1,NA
5425,"rcg","blitz",NA,NA,2021-12-14 02:03:54,"NWL20",300,0,"CASUAL",1,NA
5426,"Eloquent","regular",NA,NA,2021-12-18 21:33:01,"CSW19",1200,0,"CASUAL",2,NA
5427,"deathstar","regular","STANDARD",1,2021-11-25 00:43:22,"NWL20",1200,0,"RATED",1,857.570333957672
5428,"BetterBot","rapid",NA,NA,2021-12-25 23:10:00,"CSW19",360,0,"RATED",1,NA
5429,"BetterBot","rapid","STANDARD",1,2021-12-06 19:22:51,"NWL20",660,0,"RATED",0,173.448822975159
5430,"FuriousTiles","regular","STANDARD",0,2021-12-04 20:04:31,"NWL20",1320,0,"RATED",1,812.281830072403
5431,"BetterBot","regular","STANDARD",0,2021-11-14 21:32:17,"NWL20",840,12,"RATED",0,328.856595039368
5432,"BetterBot","regular","STANDARD",0,2021-12-27 14:12:04,"CSW21",900,1,"CASUAL",0,737.228430986404
5433,"Torquayfan2303","rapid","STANDARD",1,2021-12-11 01:01:21,"CSW19",660,0,"RATED",1,517.643862962723
5434,"BetterBot","regular","RESIGNED",0,2021-12-04 15:30:31,"CSW19",1200,0,"RATED",1,311.595791816711
5435,"NatthanonL","regular","RESIGNED",0,2021-11-03 05:53:58,"CSW19",900,0,"RATED",1,241.752961874008
5436,"BetterBot","regular","STANDARD",1,2021-12-27 20:41:48,"NWL20",1200,0,"RATED",1,887.935564994812
5437,"mizhubbard","regular","STANDARD",1,2021-11-12 01:00:37,"NWL20",900,0,"RATED",1,493.261430978775
5438,"BetterBot","ultrablitz","STANDARD",1,2021-12-08 09:20:23,"CSW19",30,5,"RATED",0,89.5268588066101
5439,"Torquayfan2303","regular","STANDARD",1,2021-12-03 13:14:11,"CSW19",1200,0,"RATED",1,371.595283031464
5440,"BetterBot","regular","STANDARD",1,2021-12-22 14:04:50,"CSW21",1200,0,"RATED",1,1075.9668982029
5441,"tramper","regular",NA,NA,2021-11-02 11:01:45,"CSW19",1200,0,"RATED",10,NA
5442,"Krebsy","rapid",NA,NA,2021-11-24 01:23:15,"NWL20",840,0,"CASUAL",0,NA
5443,"Chula","regular","TIME",0,2021-11-06 01:26:28,"CSW19",900,0,"CASUAL",5,1202.81283712387
5444,"thyme","regular",NA,NA,2021-12-24 14:16:52,"CSW21",1200,0,"CASUAL",1,NA
5445,"BetterBot","regular",NA,NA,2021-11-19 21:29:52,"NWL18",1500,0,"RATED",10,NA
5446,"BetterBot","regular",NA,NA,2021-12-30 03:01:40,"NWL20",900,0,"CASUAL",1,NA
5447,"BetterBot","regular","STANDARD",1,2021-11-23 14:20:47,"CSW19",1200,0,"CASUAL",2,354.328631162643
5448,"BetterBot","regular",NA,NA,2021-12-02 11:50:37,"CSW19",900,0,"RATED",5,NA
5449,"BetterBot","blitz","TIME",0,2021-12-25 00:07:57,"NWL20",300,0,"CASUAL",1,361.353930950165
5450,"BetterBot","regular","STANDARD",0,2021-11-28 02:03:53,"CSW19",900,0,"RATED",1,297.547780036926
5451,"BetterBot","regular","STANDARD",1,2021-11-05 10:18:04,"CSW19",1200,0,"RATED",1,1270.80270600319
5452,"TheGidfather","regular","CONSECUTIVE_ZEROES",0,2021-11-07 02:25:52,"NWL20",1200,0,"RATED",1,504.569324970245
5453,"GPeters","regular","STANDARD",0,2021-12-14 00:36:25,"NWL20",3600,0,"RATED",1,976.326647996902
5454,"Super","regular",NA,NA,2022-01-01 09:32:35,"CSW19",1200,0,"RATED",1,NA
5455,"BetterBot","blitz",NA,NA,2021-12-22 21:56:57,"CSW19",300,0,"RATED",1,NA
5456,"BetterBot","regular","STANDARD",0,2021-12-26 20:39:12,"CSW19",1200,0,"RATED",1,184.841693162918
5457,"condorave","regular",NA,NA,2021-11-26 03:05:42,"NWL20",2700,0,"RATED",1,NA
5458,"BetterBot","regular","STANDARD",0,2021-11-03 20:50:23,"CSW19",1200,0,"CASUAL",10,738.718919992447
5459,"BetterBot","regular",NA,NA,2021-12-25 00:25:15,"CSW19",1200,0,"RATED",1,NA
5460,"Crookshanks","regular",NA,NA,2021-12-25 03:44:22,"CSW21",780,0,"RATED",10,NA
5461,"BetterBot","regular",NA,NA,2021-11-20 21:46:34,"CSW19",3600,0,"CASUAL",1,NA
5462,"Gtowngrad","regular","STANDARD",0,2021-12-25 05:57:32,"NWL20",1200,0,"RATED",1,895.011449098587
5463,"Eloquent","regular","STANDARD",1,2021-11-17 01:06:44,"CSW19",1200,0,"CASUAL",2,291.692225933075
5464,"Lola","regular",NA,NA,2021-12-26 21:23:32,"CSW21",900,0,"RATED",1,NA
5465,"burtmunch","regular",NA,NA,2021-12-09 23:56:07,"NWL20",3600,0,"RATED",1,NA
5466,"greenmountain1","regular",NA,NA,2021-12-31 09:29:06,"NWL20",1200,0,"RATED",1,NA
5467,"BetterBot","regular","STANDARD",1,2021-12-26 03:41:38,"CSW21",1200,0,"RATED",1,815.374752998352
5468,"BetterBot","regular","STANDARD",0,2021-11-25 06:27:49,"CSW19",3600,0,"RATED",1,544.678119897842
5469,"BetterBot","rapid","STANDARD",1,2021-12-24 23:48:56,"NWL20",660,0,"RATED",1,137.766601085663
5470,"Lola","regular","STANDARD",1,2021-11-16 00:52:00,"CSW19",1200,0,"RATED",1,506.332072973251
5471,"domer8t8","blitz","STANDARD",0,2021-12-28 12:23:39,"CSW19",300,0,"RATED",1,148.666960000992
5472,"CornyG","regular",NA,NA,2021-11-09 18:53:07,"CSW19",1200,0,"RATED",1,NA
5473,"BetterBot","regular","STANDARD",1,2021-12-24 12:00:31,"CSW19",900,0,"RATED",1,308.845381975174
5474,"rcg","blitz","TIME",0,2021-12-28 22:50:45,"NWL20",300,0,"CASUAL",1,361.007457017899
5475,"BetterBot","regular","STANDARD",1,2021-12-29 15:53:13,"CSW19",1200,0,"CASUAL",2,505.976593971252
5476,"BetterBot","blitz","TIME",0,2021-11-28 17:51:27,"NWL20",300,0,"CASUAL",1,361.174973964691
5477,"BetterBot","regular","STANDARD",1,2021-11-26 00:05:31,"NWL20",1200,0,"RATED",1,402.312299966812
5478,"Zatcool","regular",NA,NA,2021-12-09 18:16:45,"CSW21",1200,0,"RATED",1,NA
5479,"BetterBot","rapid","STANDARD",1,2021-12-16 00:01:57,"NWL20",540,10,"RATED",0,459.409073114395
5480,"deathstar","regular","STANDARD",0,2021-12-27 07:13:01,"NWL20",1200,0,"RATED",1,251.857537031174
5481,"ipwnsnipers","blitz","TIME",0,2021-11-24 18:22:45,"CSW19",300,0,"RATED",1,361.933755874634
5482,"OlasElRey","regular","STANDARD",0,2021-12-02 23:16:05,"CSW19",300,60,"RATED",0,223.728334903717
5483,"BetterBot","regular","STANDARD",0,2021-12-16 07:36:08,"CSW21",1200,0,"RATED",1,789.506980895996
5484,"BetterBot","regular","STANDARD",0,2021-11-22 05:16:32,"NWL20",3600,0,"RATED",1,1269.97264385223
5485,"BetterBot","regular","STANDARD",0,2021-11-21 11:08:53,"CSW19",1200,0,"CASUAL",2,513.23020195961
5486,"BetterBot","ultrablitz",NA,NA,2021-12-03 07:09:02,"CSW19",30,5,"RATED",0,NA
5487,"marvin","ultrablitz",NA,NA,2021-11-09 19:43:27,"CSW19",60,0,"RATED",1,NA
5488,"Super","regular",NA,NA,2021-12-19 20:25:21,"CSW19",1200,0,"RATED",1,NA
5489,"BetterBot","regular",NA,NA,2021-12-30 09:00:43,"CSW21",1200,0,"CASUAL",1,NA
5490,"Alex1959","regular",NA,NA,2022-01-01 03:02:54,"CSW19",1200,0,"CASUAL",1,NA
5491,"cccc","regular",NA,NA,2021-11-04 14:47:12,"NWL20",1500,0,"RATED",1,NA
5492,"BetterBot","regular","STANDARD",0,2021-11-04 17:49:46,"NWL20",900,0,"RATED",1,652.418433904648
5493,"BetterBot","regular",NA,NA,2021-11-10 12:55:39,"CSW19",900,0,"CASUAL",1,NA
5494,"BetterBot","regular","STANDARD",0,2021-12-02 08:28:12,"CSW19",900,0,"RATED",1,593.030615091324
5495,"Meleandrea25","regular","CONSECUTIVE_ZEROES",0,2021-11-04 06:07:18,"CSW19",3600,0,"RATED",0,1947.35836005211
5496,"wordtotheword","regular","STANDARD",0,2021-12-02 16:22:51,"NWL20",1200,0,"RATED",1,513.337630987167
5497,"BetterBot","regular","STANDARD",0,2021-12-26 21:49:53,"CSW19",1200,0,"CASUAL",2,510.792861938477
5498,"BetterBot","regular",NA,NA,2021-11-10 19:54:50,"CSW19",1200,0,"CASUAL",1,NA
5499,"BetterBot","regular","STANDARD",0,2021-11-18 03:22:12,"NWL20",1200,0,"CASUAL",1,873.765355825424
5500,"BetterBot","regular","STANDARD",1,2021-11-04 00:04:11,"CSW19",1200,0,"CASUAL",2,352.429074048996
5501,"BetterBot","regular","STANDARD",0,2021-11-03 05:44:54,"CSW19",1200,0,"CASUAL",1,336.68475484848
5502,"BetterBot","blitz","STANDARD",0,2021-12-21 03:18:23,"NWL20",300,0,"CASUAL",1,359.785338163376
5503,"freebritney","rapid","STANDARD",1,2021-11-21 06:48:54,"NWL20",480,0,"RATED",1,213.073226928711
5504,"BetterBot","rapid",NA,NA,2021-12-05 17:13:07,"CSW19",600,0,"RATED",1,NA
5505,"harvagivan","rapid","STANDARD",0,2021-11-04 18:44:31,"CSW19",600,0,"CASUAL",1,186.350830078125
5506,"MYJTehx","regular","STANDARD",1,2021-11-24 03:07:06,"CSW19",900,0,"RATED",1,298.110538959503
5507,"Eloquent","regular",NA,NA,2021-11-29 08:52:18,"CSW19",1200,0,"CASUAL",2,NA
5508,"marvin","ultrablitz","STANDARD",0,2021-11-08 02:49:19,"CSW19",60,0,"RATED",1,93.9048919677734
5509,"BetterBot","regular","STANDARD",1,2021-12-30 17:10:30,"NWL18",1800,0,"CASUAL",2,1107.31703281403
5510,"JoelTeh","regular","STANDARD",0,2021-11-28 12:34:56,"CSW19",900,0,"CASUAL",1,132.518102169037
5511,"riverquean","regular","STANDARD",0,2021-11-23 10:39:45,"NWL18",2700,0,"RATED",1,870.132831096649
5512,"BetterBot","regular","STANDARD",1,2021-12-05 13:32:17,"NWL20",1200,0,"RATED",2,448.24843287468
5513,"MEHAAN","regular","STANDARD",1,2021-12-09 00:26:07,"CSW21",1200,0,"RATED",1,200.060779094696
5514,"KateMontes","regular","STANDARD",0,2021-11-29 03:25:29,"CSW19",1500,0,"RATED",1,517.741739034653
5515,"BetterBot","regular","STANDARD",1,2021-11-25 09:34:00,"CSW19",900,0,"RATED",5,351.040552139282
5516,"BetterBot","regular","CONSECUTIVE_ZEROES",1,2021-12-11 08:51:04,"CSW19",900,0,"RATED",1,465.341178178787
5517,"BetterBot","ultrablitz","STANDARD",1,2021-11-09 04:26:12,"CSW19",60,0,"RATED",1,109.009989023209
5518,"marvin","ultrablitz",NA,NA,2021-11-05 05:23:57,"CSW19",60,0,"RATED",1,NA
5519,"BetterBot","regular",NA,NA,2021-12-19 10:34:20,"CSW19",1200,0,"RATED",1,NA
5520,"Aeolian","regular","STANDARD",0,2021-12-27 23:28:54,"CSW21",1200,0,"CASUAL",1,580.184518814087
5521,"Eloquent","regular","STANDARD",1,2021-12-26 12:48:49,"CSW19",1200,0,"CASUAL",2,634.141379833221
5522,"BetterBot","regular","STANDARD",0,2021-11-27 07:50:13,"CSW19",1200,0,"RATED",1,724.462649106979
5523,"BetterBot","regular","STANDARD",1,2021-11-11 19:42:20,"NWL20",2700,0,"CASUAL",1,585.56228017807
5524,"BetterBot","blitz","STANDARD",0,2021-11-18 16:33:42,"CSW19",300,0,"RATED",1,179.68664598465
5525,"KoalaJ","regular",NA,NA,2021-11-08 03:03:24,"CSW19",1200,0,"RATED",1,NA
5526,"BetterBot","rapid","STANDARD",0,2021-11-08 10:21:34,"CSW19",780,0,"CASUAL",1,667.81459403038
5527,"cccc","regular","STANDARD",1,2021-11-30 17:03:24,"NWL20",1500,0,"RATED",1,664.354033946991
5528,"BetterBot","regular","STANDARD",1,2021-12-08 03:52:42,"CSW19",1200,0,"RATED",1,258.348126888275
5529,"BeautifulWaste","regular","STANDARD",0,2021-12-16 12:15:57,"CSW19",1140,0,"RATED",1,436.338813066483
5530,"Super","regular","STANDARD",1,2021-12-26 20:42:20,"CSW19",1200,0,"RATED",1,190.254866123199
5531,"deathstar","regular","STANDARD",0,2021-12-24 04:41:12,"NWL20",1200,0,"RATED",1,415.544867992401
5532,"BetterBot","rapid","STANDARD",0,2021-11-02 19:01:19,"NWL20",600,0,"CASUAL",1,254.22080206871
5533,"BetterBot","regular",NA,NA,2021-12-26 22:58:41,"NWL20",900,0,"RATED",1,NA
5534,"Eloquent","regular","STANDARD",1,2021-12-26 10:47:45,"CSW19",1200,0,"CASUAL",2,877.096668958664
5535,"Eloquent","regular","STANDARD",1,2021-12-25 06:50:56,"CSW19",1200,0,"CASUAL",2,265.666256904602
5536,"BetterBot","regular","STANDARD",0,2021-12-03 12:51:00,"CSW19",1200,1,"RATED",0,984.563851833344
5537,"caleb256","regular","STANDARD",1,2021-12-07 13:37:07,"CSW19",840,0,"RATED",1,717.30789899826
5538,"BetterBot","regular",NA,NA,2021-12-01 02:24:32,"CSW19",1200,0,"CASUAL",1,NA
5539,"domer8t8","blitz","STANDARD",1,2021-12-06 13:48:57,"CSW19",300,0,"RATED",1,276.283498048782
5540,"Meith","regular",NA,NA,2021-11-10 11:31:46,"CSW19",900,0,"RATED",0,NA
5541,"BetterBot","regular","STANDARD",0,2021-12-01 03:14:37,"NWL20",1200,0,"RATED",1,860.437988042831
5542,"BetterBot","regular",NA,NA,2021-12-17 15:35:52,"CSW19",1200,0,"RATED",10,NA
5543,"BetterBot","regular",NA,NA,2021-12-06 03:52:37,"CSW19",1200,0,"RATED",3,NA
5544,"Eloquent","regular","STANDARD",1,2021-11-10 06:32:15,"CSW19",1200,0,"CASUAL",1,334.903798818588
5545,"jawedshamims","rapid","STANDARD",0,2021-11-29 18:47:07,"CSW19",600,0,"RATED",1,301.088922977448
5546,"BetterBot","blitz",NA,NA,2021-12-03 04:14:42,"CSW19",300,0,"RATED",1,NA
5547,"bensmum","rapid","STANDARD",1,2021-11-27 18:01:11,"CSW19",660,0,"RATED",1,722.92498087883
5548,"BetterBot","regular","STANDARD",0,2021-11-22 22:56:14,"NWL20",1200,0,"RATED",1,648.863602161407
5549,"franvi","regular",NA,NA,2021-12-09 18:14:42,"CSW19",1200,0,"RATED",10,NA
5550,"MimiH","regular","STANDARD",0,2021-11-10 19:06:18,"CSW19",1140,0,"CASUAL",1,843.902637958527
5551,"BetterBot","regular","STANDARD",1,2021-12-07 02:26:12,"CSW19",1200,0,"RATED",1,293.786047935486
5552,"mcqueen","regular","STANDARD",1,2021-11-07 02:33:14,"NWL20",900,0,"RATED",1,339.535293102264
5553,"BetterBot","regular","STANDARD",1,2021-12-29 21:51:02,"NWL18",2700,0,"RATED",10,906.069394826889
5554,"Eloquent","regular",NA,NA,2021-12-04 18:08:47,"CSW19",1200,0,"CASUAL",1,NA
5555,"BetterBot","rapid",NA,NA,2021-11-09 05:08:00,"NWL20",600,0,"RATED",1,NA
5556,"BetterBot","regular","STANDARD",0,2021-11-29 14:27:32,"CSW19",900,0,"RATED",1,212.423532009125
5557,"BetterBot","regular","STANDARD",1,2021-12-24 04:04:01,"CSW19",1200,0,"CASUAL",2,297.957675933838
5558,"earth","regular","RESIGNED",0,2021-11-12 11:09:32,"CSW19",1200,0,"CASUAL",1,258.737681150436
5559,"BetterBot","regular","STANDARD",0,2021-12-30 13:47:08,"NWL20",1200,0,"CASUAL",1,1076.09966993332
5560,"sixthdwarf","regular","STANDARD",0,2021-12-14 14:46:37,"NWL20",1500,0,"RATED",1,595.151280879974
5561,"mcqueen","regular","STANDARD",0,2021-11-12 04:43:36,"NWL20",900,0,"RATED",1,197.287914991379
5562,"BetterBot","regular","STANDARD",1,2021-12-31 17:38:24,"NWL20",3600,0,"RATED",1,1975.58280515671
5563,"BetterBot","blitz",NA,NA,2021-12-31 19:48:38,"NWL20",300,0,"CASUAL",1,NA
5564,"freebritney","rapid",NA,NA,2021-12-09 13:32:49,"NWL20",660,0,"RATED",1,NA
5565,"BetterBot","regular","STANDARD",0,2021-11-11 07:35:06,"NWL20",900,0,"RATED",0,114.313418865204
5566,"BetterBot","blitz",NA,NA,2021-12-04 03:22:28,"NWL20",300,0,"CASUAL",1,NA
5567,"BetterBot","regular",NA,NA,2021-12-13 03:37:26,"CSW19",1200,0,"CASUAL",2,NA
5568,"marvin","ultrablitz",NA,NA,2021-11-15 05:35:30,"CSW19",60,0,"RATED",1,NA
5569,"freebritney","rapid","STANDARD",1,2021-12-09 02:42:48,"NWL20",480,0,"RATED",1,177.429305076599
5570,"rcg","blitz","STANDARD",0,2021-11-22 00:25:01,"NWL20",300,0,"CASUAL",1,351.703132867813
5571,"riverquean","regular","STANDARD",1,2021-12-04 06:33:55,"NWL18",2700,0,"RATED",1,540.82590007782
5572,"BetterBot","regular","STANDARD",0,2021-12-26 20:28:27,"CSW21",1200,0,"RATED",1,488.482566833496
5573,"BetterBot","regular","STANDARD",0,2021-11-22 22:20:59,"NWL18",1200,0,"CASUAL",1,523.339370012283
5574,"Gtowngrad","regular","STANDARD",1,2021-12-31 05:38:47,"NWL20",1200,0,"RATED",1,858.370968103409
5575,"BetterBot","regular","RESIGNED",0,2021-12-17 18:46:49,"CSW19",1200,0,"CASUAL",1,296.391999006271
5576,"BetterBot","regular","STANDARD",0,2021-12-25 14:41:49,"NWL20",1200,0,"RATED",1,294.614640951157
5577,"H11Shark","regular","STANDARD",0,2021-12-28 06:03:30,"CSW21",1200,0,"RATED",1,430.052773952484
5578,"BetterBot","regular",NA,NA,2021-12-17 05:18:50,"CSW21",1200,0,"RATED",1,NA
5579,"vince","regular","STANDARD",1,2021-12-23 01:56:33,"NWL20",1020,0,"CASUAL",1,902.7092628479
5580,"BetterBot","regular","STANDARD",0,2021-11-29 23:07:57,"NWL20",1500,0,"RATED",1,755.073676109314
5581,"Chula","regular","STANDARD",1,2021-11-07 14:47:58,"CSW19",900,0,"CASUAL",5,943.541152000427
5582,"BetterBot","regular","STANDARD",0,2021-11-29 09:39:03,"CSW19",900,0,"RATED",1,337.245895147324
5583,"Lola","regular",NA,NA,2021-12-03 02:26:33,"CSW19",1200,0,"RATED",1,NA
5584,"jaundiced","blitz","STANDARD",1,2021-12-13 23:33:18,"NWL20",300,0,"RATED",1,212.584637880325
5585,"tramper","regular","STANDARD",1,2021-12-30 12:30:56,"CSW19",1200,0,"RATED",10,424.40366101265
5586,"deathstar","regular","STANDARD",0,2021-11-27 06:56:47,"NWL20",1200,0,"RATED",1,739.515474081039
5587,"dezinga","regular","STANDARD",1,2021-11-17 07:29:41,"CSW19",1200,0,"RATED",1,229.846817970276
5588,"GPeters","regular","STANDARD",0,2021-11-23 14:11:27,"NWL20",3600,0,"RATED",1,1361.46611714363
